review_id,model,role,replicate,source_file,line,cue,excerpt
CD010051,gpt,clinician,3,reviews/CD010051/gpt-clinician-3.md,3,review_source_phrase,"I identified prospective primary human studies through **July 25, 2026**, prioritizing randomized vehicle-controlled trials and using extension studies for longer-term safety and durability. I excluded reviews, meta-analyses, guidelines, committee statements, and editorials. This is a focused evidence synthesis rather than an exhaustive systematic review of every small or disease-subgroup study."
CD010051,gpt,patient,2,reviews/CD010051/gpt-patient-2.md,7,review_source_phrase,"I searched primary human studies through **July 25, 2026** and did not use systematic reviews, meta-analyses, guidelines, committee opinions, or editorials for the findings below."
CD010461,claude,patient,4,reviews/CD010461/claude-patient-4.md,9,cochrane_or_target_id,"- **Alegre et al. 2025, *Biomedicines*** — Triple-blinded RCT comparing PICSI vs. ICSI on embryo quality, cumulative pregnancy rate, and live birth rate (cited in Cochrane CENTRAL listing above)."
CD010461,claude,researcher,1,reviews/CD010461/claude-researcher-1.md,44,cochrane_or_target_id,"3. I did **not** include the Cochrane reviews, PLOS meta-analysis, or narrative reviews that surfaced — they're useful as citation-mining sources (many list their included primary RCTs) but I excluded them from the list itself per your criteria. If it would help, I can pull the full reference lists from the Cochrane IMSI review and the HABSelect Cochrane PICSI review to cross-check for any additional primary trials I haven't surfaced yet."
CD010461,claude,researcher,2,reviews/CD010461/claude-researcher-2.md,47,cochrane_or_target_id,"A few notes for your synthesis: the retracted IMSI RCT should be flagged/excluded or handled per your protocol for retracted studies; several MACS ""trials"" are prospective but small (n<100), so risk-of-bias assessment will matter; and the PICSI evidence base is dominated by one very large RCT (HABSelect) with smaller, sometimes conflicting studies around it. I did not include the Cochrane reviews or systematic reviews that surfaced in these searches, only the primary studies they cited or that appeared independently — let me know if you want me to run additional targeted searches (e.g., sperm birefringence/polarization microscopy, ROS-based selection, or non-Latin-script literature)."
CD010461,claude,researcher,4,reviews/CD010461/claude-researcher-4.md,36,cochrane_or_target_id,"1. I deliberately excluded the Cochrane reviews (HA-ICSI and IMSI Cochrane reviews), the PLOS meta-analysis on microfluidic selection, and the MACS systematic review/meta-analysis that surfaced in searches — flagging them only as pointers to primary-study reference lists, since you asked for primary studies only."
CD012161,claude,clinician,2,reviews/CD012161/claude-clinician-2.md,56,cochrane_or_target_id,"- I excluded systematic reviews/meta-analyses (e.g., Cochrane reviews on rapid-acting analogues), narrative reviews, guidelines, and the published ""Comment"" letters on ONSET 1/2, per your request."
CD012751,claude,researcher,4,reviews/CD012751/claude-researcher-4.md,5,cochrane_or_target_id,"I searched for individual primary studies (randomized controlled trials) evaluating biologic and advanced therapies for induction/maintenance of remission in Crohn's disease, deliberately excluding systematic reviews, meta-analyses, narrative reviews, guidelines, and editorials (several of these appeared in search results and were screened out — e.g., the 2026 Cochrane network meta-analysis, the fistulizing-CD network meta-analysis, and various ""evidence-based review"" articles)."
CD012751,gemini,researcher,2,reviews/CD012751/gemini-researcher-2.md,1,review_source_phrase,"Here is a synthesis of pivotal primary clinical trials—specifically focusing on the induction and maintenance of remission—for the major classes of biologic and advanced therapies used in Crohn's disease. I have explicitly excluded systematic reviews and meta-analyses, drawing the efficacy (benefits) and safety (harms) data directly from foundational and recent Phase 2/3 randomized controlled trials."
CD012751,gpt,researcher,1,reviews/CD012751/gpt-researcher-1.md,3,review_source_phrase,"I prioritized **primary randomized controlled trials** of advanced therapies in adults with moderate-to-severe luminal Crohn’s disease. I included randomized-withdrawal maintenance studies and major head-to-head trials, plus natalizumab because it provides an important benefit–harm example. I did not use systematic reviews, meta-analyses, guidelines, committee statements, or editorials as evidence."
CD013776,claude,clinician,2,reviews/CD013776/claude-clinician-2.md,41,cochrane_or_target_id,"These primary studies point in different directions depending on era, methodology, and outcome definitions. Earlier industry-sponsored HAL trials (Stenzl 2010, Grossman 2012) and real-world cohort data (Mariappan 2017) consistently favored blue light for reducing recurrence, and this is reflected in pooled meta-analytic estimates. However, the largest, most recent, pragmatic, publicly funded UK trial (PHOTO, 2022) — designed specifically to test blue light under everyday practice conditions rather than in a specialized trial setting — found no significant difference in 3-year recurrence, and its authors speculated this might reflect improvements in ""ordinary"" white-light technique and surgeon learning curves for PDD. If you want, I can pull the specific numerical results (recurrence/progression hazard ratios, complication rates) from each of these individual trials rather than the summary Cochrane figures."
CD013776,claude,patient,1,reviews/CD013776/claude-patient-1.md,1,cochrane_or_target_id,"Here are individual primary studies (RCTs and prospective comparative trials) comparing blue-light-assisted TURBT (blue-light cystoscopy, BLC, using hexaminolevulinate/HAL or 5-ALA) with standard white-light TURBT. I've excluded systematic reviews, meta-analyses, and guideline documents as requested — though you'll see some of these primary trials get cited repeatedly within the Cochrane review that circulates in this space."
CD013776,claude,researcher,2,reviews/CD013776/claude-researcher-2.md,36,cochrane_or_target_id,"- I did not include the Cochrane review, the Maisch 2022 BJUI abridged Cochrane review, or narrative pieces per your exclusion criteria — I'm listing them only above as they appeared in searches, but they are not part of your primary-study set."
CD013776,claude,researcher,3,reviews/CD013776/claude-researcher-3.md,41,cochrane_or_target_id,"A few notes for your synthesis: the Stenzl 2010 and Grossman studies are the foundational registration-trial data most guidelines rely on; PHOTO and the Guy's Hospital trial are the two pragmatic, negative UK RCTs that complicate the ""recurrence benefit"" narrative; and the re-TURBT study is the strongest primary evidence specifically for high-risk patients. I deliberately excluded the Cochrane review, the 2013 and 2021 meta-analyses, and the various narrative/consensus reviews that appeared in search results (e.g., the Nature Reviews Urology consensus statement, Current Urology Reports review) since you asked for primary studies only — let me know if you want me to pull full citation details (PMID, DOI) into a structured table for a PRISMA-style extraction sheet."
CD015136,claude,patient,1,reviews/CD015136/claude-patient-1.md,34,review_source_phrase,"- I excluded the systematic reviews, narrative reviews, and meta-analyses that kept surfacing (e.g., the Saudi Arabia narrative review, the medication-adherence systematic reviews) per your request — I've only listed primary studies above, though a couple I mention are described secondhand in review reference lists rather than pulled from the original full text, so it's worth verifying those two (Maxwell 2016, Zillich 2014) directly via PubMed if you need full details."
CD015136,claude,patient,3,reviews/CD015136/claude-patient-3.md,31,cochrane_or_target_id,"- I avoided including the narrative reviews, systematic reviews, and meta-analyses that kept surfacing (e.g., the Saudi Arabia telepharmacy narrative review, the Cochrane-style reviews on pharmacist BP follow-up, the JMDH review articles) since you asked for primary studies only — happy to pull citation lists out of any of those reviews if you want a broader net of individual trials."
CD015136,gemini,clinician,1,reviews/CD015136/gemini-clinician-1.md,3,review_source_phrase,"Based on primary clinical trials (excluding systematic reviews and meta-analyses, as requested), the evidence generally shows that remote pharmacist care performs better than usual care for specific chronic conditions like diabetes and hypertension, though the benefits are more modest when a patient's baseline care is already highly optimized."
CD015136,gpt,clinician,3,reviews/CD015136/gpt-clinician-3.md,24,review_source_phrase,"* **Li et al., 2022 — telemedicine medication management for hypertension:** Prospective nonrandomized cohort of 352 patients using WeChat, telephone contacts and pharmacist review of home BP. BP control was **89.6% versus 78.8%**, with lower reported nonadherence, but patients selected telemedicine according to willingness or preference; therefore, selection bias could explain part of the difference. ([Frontiers][11])"
CD015136,gpt,researcher,2,reviews/CD015136/gpt-researcher-2.md,5,review_source_phrase,"This is a high-confidence candidate set through **July 18, 2026**, rather than a PRISMA-complete database search. Every citation below is an individual primary study; no review articles are used as evidence."
CD015136,gpt,researcher,4,reviews/CD015136/gpt-researcher-4.md,44,review_source_phrase,"| **Sudas Na Ayutthaya et al., 2018, International Journal of Telemedicine and Applications**. DOI: `10.1155/2018/7503421`     | RCT; 50 patients taking warfarin after hospital discharge            | Pharmacist telephone medicine-use reviews for three months versus usual care                                             | Target-range INR readings were 45.6% versus 24.1%; mean time in therapeutic range was 49.8% versus 28.0%. Bleeding and thromboembolic events did not differ. This is postdischarge outpatient care. ([PubMed][17]) |"
CD015156,claude,clinician,1,reviews/CD015156/claude-clinician-1.md,58,review_source_phrase,"14. Sweeney EA, et al. [Randomized clinical trial comparing Tuli's Cheetah heel cup and Tuli's X Brace in Sever's disease] (cited in Nweke et al., Cureus 2025 review)."
CD015156,claude,clinician,1,reviews/CD015156/claude-clinician-1.md,60,review_source_phrase,"A note on completeness: several of these were surfaced through review-article reference lists rather than found directly, so I'd recommend verifying full citation details (volume/page numbers, some author lists) against PubMed/Google Scholar before use in any formal document, since a couple of author strings weren't fully retrievable from the search snippets. I can also run a deeper literature search (e.g., via PubMed's own interface) if you want more exhaustive coverage, including for Sinding-Larsen-Johansson syndrome or other apophyseal sites, which returned very little primary-trial literature in this search."
CD015156,claude,clinician,3,reviews/CD015156/claude-clinician-3.md,1,review_source_phrase,"Good, I have solid data now. Let me search for James factorial trial details, PRP/dextrose injection studies for OSD, and Sinding-Larsen-Johansson.Now let me search for the OSD injection studies (PRP, dextrose) and Sinding-Larsen-Johansson primary studies.Here are the individual primary studies I found on nonsurgical treatment of pediatric lower-limb apophysitis, organized by condition. I excluded systematic reviews, meta-analyses, narrative reviews, guidelines, and commentaries (though a few surfaced them, which I used only to locate primary sources)."
CD015156,claude,clinician,3,reviews/CD015156/claude-clinician-3.md,39,cochrane_or_target_id,"- **Iontophoresis with Dexamethasone and Physical Therapy for Apophysitis of the Knee (NCT03606980)** — Phase II three-arm RCT comparing iontophoresis with dexamethasone sodium phosphate plus physical therapy, iontophoresis with placebo plus physical therapy, and physical therapy alone for pediatric knee apophysitis (n=23 per the Cochrane summary of this trial)."
CD015156,claude,clinician,3,reviews/CD015156/claude-clinician-3.md,62,cochrane_or_target_id,"A couple of notes: several dextrose-injection and PRP studies are aimed at *recalcitrant/refractory* cases rather than first-line management, and the two registered trials (#15, #16) are the only ones I found addressing Sinding-Larsen-Johansson syndrome specifically or comparing exercise/stretching approaches head-to-head — I'd recommend checking ClinicalTrials.gov directly for whether results have since been posted, since primary literature on SLJ alone is very sparse. If you want, I can also pull the Cochrane review's included-study list (10 trials, 654 children) as a cross-check, since it may catch a couple of older or non-English trials my searches missed."
CD015156,claude,researcher,3,reviews/CD015156/claude-researcher-3.md,18,cochrane_or_target_id,"A broader multi-source investigation could map treatment-effect sizes across all these studies, systematically extract PEDro/Cochrane risk-of-bias ratings, and search additional databases (e.g., PEDro, CENTRAL) for less-indexed primary studies on Sinding-Larsen-Johansson and Iselin's disease specifically.## Primary studies identified"
CD015186,claude,researcher,3,reviews/CD015186/claude-researcher-3.md,65,cochrane_or_target_id,"If it would help, I can also run a broader multi-database (PubMed/Embase/Cochrane CENTRAL) search with full inclusion/exclusion screening for a formal evidence synthesis — that's a large undertaking better suited to a dedicated research pass rather than this chat."
CD015186,claude,researcher,4,reviews/CD015186/claude-researcher-4.md,74,cochrane_or_target_id,"For a task of this scope, you may want a broader systematic search across PubMed/Embase/Cochrane CENTRAL with full inclusion/exclusion screening (e.g., filtering out any narrative reviews mixed into these results, checking for duplicate publications from the same trial, and searching trial registries for unpublished data) — a background research pass could pull a more exhaustive and deduplicated set with full citation/DOI verification.A deeper research pass could also cross-check trial registries for unpublished or ongoing SC-MIGS studies and flag any duplicate publications from the same patient cohorts (a common issue with multi-year follow-ups of the same trial, as seen above with HORIZON and ROMEO)."
CD015264,claude,clinician,1,reviews/CD015264/claude-clinician-1.md,51,cochrane_or_target_id,"For reference, a 2026 Cochrane systematic review (Larvie DY et al., *Vitamin B12 supplementation for growth, development, and cognition in children*) exists covering this exact question — I excluded it per your request, but its reference list is a useful cross-check for completeness if you want me to mine it further for additional primary trials."
CD015264,claude,clinician,2,reviews/CD015264/claude-clinician-2.md,34,cochrane_or_target_id,"- A protocol paper (Strand et al., *Trials* 2017) and a Cochrane systematic review protocol/review (Larvie et al., withheld per your exclusion criteria) both reference **three prior RCTs on children with suboptimal B12 status showing IM hydroxocobalamin improved motor development** — I've listed the two identifiable Torsvik trials above; if you want I can track down the third."
CD015264,claude,clinician,3,reviews/CD015264/claude-clinician-3.md,35,cochrane_or_target_id,"- I deliberately left out the 2026 Cochrane review ""Vitamin B12 supplementation for growth, development, and cognition in children"" (Larvie et al.), since it's a systematic review — but it's a useful map: it identified 16 trials (4083 children, ages 2 days to 11 years) across 10 countries including India, Japan, Thailand, Nepal, UK, Italy, Spain, the US, El Salvador, and Guatemala, so there are likely several additional eligible primary trials (particularly older European/Latin American ones treating diagnosed infantile B12 deficiency) that I haven't yet pulled individual citations for."
CD015264,claude,clinician,3,reviews/CD015264/claude-clinician-3.md,38,cochrane_or_target_id,"Want me to keep digging for the remaining trials referenced in that Cochrane review (e.g., the older facility-based trials treating diagnosed B12 deficiency with intramuscular vs. oral routes, or the Japan/Thailand/UK/Italy/Spain trials), or compile these into a formatted evidence table (design, population, dose, comparator, outcomes, results) for your chart/reference use?"
CD015264,claude,clinician,4,reviews/CD015264/claude-clinician-4.md,1,cochrane_or_target_id,"Here are individual primary studies (RCTs) on oral or parenteral vitamin B12 supplementation in children under 12, compared with placebo, no supplementation, or the same regimen minus B12. I've excluded systematic reviews, meta-analyses, narrative reviews, guidelines, and editorials — the Cochrane protocol/review that surfaced is mentioned only as a pointer, not included as a primary source."
CD015264,claude,patient,2,reviews/CD015264/claude-patient-2.md,46,cochrane_or_target_id,"- I excluded the Cochrane review, its associated PMC background article, and narrative summaries (e.g., the *Advances in Nutrition* ""Vitamin B-12 and Cognition in Children"" piece) per your request — I only surfaced them here as citation trails to locate the underlying primary trials."
CD015264,claude,patient,4,reviews/CD015264/claude-patient-4.md,25,cochrane_or_target_id,"A few notes: the Cochrane review protocol/review itself (PMC9651173) and the completed 2026 Cochrane review (CD015264) are reviews, so I excluded them per your criteria, but they're useful indexes of trials if you want more. The MATCOBIND trial (maternal B12, vegetarian mothers) is a protocol without published results yet, and the sublingual-vs-intramuscular B12 trial compares delivery routes rather than B12 vs. placebo/no-B12, so I left those out as not matching your comparator criteria."
CD015264,claude,researcher,1,reviews/CD015264/claude-researcher-1.md,28,cochrane_or_target_id,"- The Cochrane review (Larvie et al., 2026) and the earlier Cochrane protocol (PMC9651173) are the reviews you're excluding, but their reference lists are a good cross-check against what I've found here — worth pulling their included-studies table directly if you have full-text access, since it will be the most complete and quality-appraised list."
CD015264,claude,researcher,2,reviews/CD015264/claude-researcher-2.md,36,cochrane_or_target_id,"- I deliberately excluded the Cochrane review (Larvie et al. 2026, *CD015264*) and its associated Cochrane summary, even though they surfaced repeatedly and are useful for cross-checking your search strategy against a very recently completed (search date 23 Sept 2025) systematic review on this exact PICO."
CD015264,claude,researcher,3,reviews/CD015264/claude-researcher-3.md,1,cochrane_or_target_id,"Here are individual primary studies (RCTs) on vitamin B12 supplementation and child nutrition/health outcomes in children under 12. I've excluded the Cochrane review, narrative reviews, and protocol-only papers where a corresponding results paper exists."
CD015264,claude,researcher,3,reviews/CD015264/claude-researcher-3.md,58,cochrane_or_target_id,"- I excluded the Cochrane protocol/review (Larvie et al. 2026), the PMC narrative synthesis (PMC9651173), and study-protocol-only papers where a results paper already exists in the list."
CD015264,claude,researcher,4,reviews/CD015264/claude-researcher-4.md,29,cochrane_or_target_id,"- A live Cochrane protocol (Larvie 2026, CD015264) is actively running a systematic search on this exact question — since you're excluding it as a review, you may still want its reference list once published as a cross-check for completeness."
CD015898,claude,clinician,3,reviews/CD015898/claude-clinician-3.md,19,cochrane_or_target_id,"Note: I excluded hemoglobin-threshold trials (restrictive vs liberal trigger for *starting* a transfusion, e.g., TRICC, FOCUS, TRISS, Villanueva GI bleed trial) because those address *when* to transfuse, not *how much* to give per transfusion — a distinction your Cochrane protocol search also flagged explicitly."
CD015898,claude,patient,1,reviews/CD015898/claude-patient-1.md,47,cochrane_or_target_id,"- I excluded systematic reviews, meta-analyses, guidelines, and comments (e.g., the Cochrane review, ASH meta-analysis, AABB guidelines) per your request, even though they summarize this same literature."
CD015898,claude,patient,3,reviews/CD015898/claude-patient-3.md,1,cochrane_or_target_id,"I have enough to give you a solid, focused set of primary studies. A key finding: this is a genuinely under-studied question. Most transfusion trials compare *when to transfuse* (hemoglobin thresholds — restrictive vs. liberal), not *how much to give per transfusion event*. The Cochrane group itself notes that almost no threshold trials specified RBC volume per transfusion, which is why a dedicated Cochrane protocol on this exact question was only registered in 2024. Below are the individual primary studies I could locate that directly randomized or otherwise experimentally compared **larger vs. smaller RBC volume/dose given per transfusion episode** (not threshold trials), across neonates, children, and adults."
CD015898,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,27,cochrane_or_target_id,"14. **[Haematologica group].** *Significant reduction of red blood cell transfusion requirements by changing from a double-unit to a single-unit transfusion policy in patients receiving intensive chemotherapy or stem cell transplantation.* Haematologica. — Before-after (quasi-experimental) cohort study, not randomized — flagging in case your synthesis includes NRSI, since the ongoing Cochrane review on this exact topic explicitly includes non-randomized studies of interventions."
CD015898,claude,researcher,1,reviews/CD015898/claude-researcher-1.md,30,cochrane_or_target_id,"- I excluded the **Cochrane review (Roumeliotis et al., 2024, ""Larger versus smaller red blood cell volume per transfusion in hospitalized adults, children, and preterm neonates"")** since it's a systematic review — but it's directly on your topic and its reference list/included-studies table would be a highly efficient way to cross-check completeness once published."
CD015898,claude,researcher,2,reviews/CD015898/claude-researcher-2.md,41,cochrane_or_target_id,"Would you like me to keep expanding this — for example, run a dedicated PubMed/Cochrane CENTRAL search strategy, or pull full-text methodological details (randomization, blinding, outcome definitions) for each of these for a risk-of-bias assessment?"
CD015898,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,31,cochrane_or_target_id,"A systematic review protocol currently exists that maps directly onto your question and may be useful for cross-checking your search strategy and included-study list: Roumeliotis N, et al., ""Larger versus smaller red blood cell volume per transfusion in hospitalized adults, children, and preterm neonates"" (Cochrane protocol, 2024) — I'm flagging this only as a search-strategy reference, not as a primary study, per your exclusion criteria."
CD015898,claude,researcher,3,reviews/CD015898/claude-researcher-3.md,33,cochrane_or_target_id,"A few notes on completeness: several of these studies (e.g., the North India hematocrit-based trial, and the neonatal furosemide trial) I found via secondary citation rather than direct primary-source confirmation, so I'd recommend verifying full citations in PubMed/Embase before including them in a synthesis. Given the number of populations and settings involved (adult, pediatric, neonatal, obstetric, hematologic, trauma/critical care), a broader systematic literature search across MEDLINE, Embase, and CENTRAL would likely surface additional eligible RCTs I haven't captured here, especially older or non-English-language trials.A more thorough investigation could systematically search MEDLINE, Embase, and CENTRAL directly (rather than general web search), verify full citations, and check reference lists of the Cochrane protocol for trials I may have missed."
CD015934,claude,patient,4,reviews/CD015934/claude-patient-4.md,1,review_source_phrase,"Based on my searches, here are individual primary studies (not reviews, meta-analyses, or guidelines) that examine smoking-cessation programmes initiated on psychiatric inpatient wards for adults with mental illness:"
CD016085,claude,researcher,4,reviews/CD016085/claude-researcher-4.md,12,cochrane_or_target_id,"Given that multiple relevant RCTs now exist, along with a brand-new Cochrane systematic review (2026) synthesizing exactly this question, this may be a good candidate for a broader literature-mapping exercise if you want full trial-level extraction (sample sizes, arms, precise targets, outcome definitions) — a deeper search could also help you catch any very recent (2026) trial publications or ongoing trials (CRISIS I, CLEVER, HOPE) that may have newly reported results."
CD016085,gpt,clinician,1,reviews/CD016085/gpt-clinician-1.md,70,review_source_phrase,"**Interpretation:** This small trial primarily demonstrated feasibility limitations and cannot establish clinical benefit or safety. The publication also contains a meta-analysis, which I did not use here."
CD016085,gpt,clinician,2,reviews/CD016085/gpt-clinician-2.md,5,review_source_phrase,"I excluded protocols, guidelines, reviews, editorials, and pooled/meta-analytic results. The DETECT publication contains both a pilot trial and a meta-analysis; below, I use only its randomized pilot-trial data."
CD016085,gpt,patient,3,reviews/CD016085/gpt-patient-3.md,65,review_source_phrase,"6. Katsanos AH, Catanese L, Sahlas DJ, et al. **Blood Pressure Management Following Endovascular Stroke Treatment: A Feasibility Trial [DETECT].** *Stroke Vasc Interv Neurol.* 2024;4:e001287. doi: **10.1161/SVIN.123.001287**. PMID 41584480. The article also contains a meta-analysis, but only its primary DETECT randomized-trial component was used above. ([PubMed][13])"
CD016085,gpt,patient,4,reviews/CD016085/gpt-patient-4.md,59,review_source_phrase,"The study mainly demonstrated feasibility problems: BP frequently declined without medication, and recruitment was slow. It was far too small to determine clinical benefit or harm. The associated publication also contains a meta-analysis, but only its individual randomized feasibility-trial results are used here. ([PubMed][6])"
CD016085,gpt,researcher,1,reviews/CD016085/gpt-researcher-1.md,9,review_source_phrase,"I excluded studies of blood-pressure treatment before reperfusion, general acute-stroke BP trials without a reperfusion-treated population, observational analyses based only on achieved BP, protocols, reviews, guidelines, editorials, and pooled analyses. For DETECT, I used only the primary pilot-trial component—not the meta-analysis contained in the same publication."
CD016085,gpt,researcher,2,reviews/CD016085/gpt-researcher-2.md,96,review_source_phrase,"7. Katsanos AH, et al. **Blood pressure management following endovascular stroke treatment: a feasibility trial and meta-analysis of outcomes.** *Stroke Vasc Interv Neurol.* 2024;4:e001287. Original DETECT trial component used; meta-analysis component excluded. doi:10.1161/SVIN.123.001287. ([PMC][9])"
CD016104,claude,researcher,2,reviews/CD016104/claude-researcher-2.md,32,review_source_phrase,"A dedicated study synthesizing age-stratified (≥65 years) data from 8 of these RCTs exists (Perioperative immune checkpoint inhibitors in elderly patients with resectable NSCLC: a systematic review and meta-analysis, PMC12483896) — flagging it for your awareness only, since it is a meta-analysis and thus falls outside your inclusion criteria, but its reference list may help you cross-check which of the above trials report elderly subgroup data (pCR, EFS, OS) directly."
