review_id,model,role,replicate,source_file,identity,evidence_level,evidence_line,evidence_excerpt,coding,note
CD007912,claude,clinician,3,reviews/CD007912/claude-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,claude,clinician,4,reviews/CD007912/claude-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,claude,patient,1,reviews/CD007912/claude-patient-1.md,older_or_unspecified_cochrane,review_mentioned,46,"Since this touches many trials across decades and several are only accessible via abstract/citation rather than full text in my search results, a deeper literature search (e.g., pulling all 32 RCTs identified in the Fransen hip-OA meta-analysis, or searching PubMed/Cochrane's included-studies list directly) would let me verify exact citations and pull any I've approximated above.",manual,Proposes checking a Cochrane included-studies list later.
CD007912,claude,patient,2,reviews/CD007912/claude-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,claude,patient,3,reviews/CD007912/claude-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,claude,patient,4,reviews/CD007912/claude-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,claude,researcher,1,reviews/CD007912/claude-researcher-1.md,matching_2026_cochrane,review_mentioned,50,"I could also fetch the reference lists of the 2010 Fransen meta-analysis and the 2026 Cochrane hip OA review (both surfaced in my search) — not to cite them as evidence, but purely as bibliographies to mine for additional eligible primary RCTs, if that would help extend this list.",manual,Says a 2026 Cochrane hip OA review surfaced in search; ID not given.
CD007912,claude,researcher,2,reviews/CD007912/claude-researcher-2.md,matching_2026_cochrane,used_study_identification,3,"**Notes on process:** Several sources I found were reviews (e.g., the Fransen 2010 hip OA meta-analysis, the 2026 Cochrane update, and various systematic reviews) — these were excluded per your criteria but were useful for identifying the primary trials embedded within them, which are listed below.",manual,Says the 2026 Cochrane update helped identify primary trials.
CD007912,claude,researcher,3,reviews/CD007912/claude-researcher-3.md,older_or_unspecified_cochrane,review_mentioned,35,"Given the number of trials, sources, and cross-referencing needed for a defensible study inventory, a broader literature search (PubMed, Embase, CENTRAL, PEDro, citation-chasing through the Cochrane review reference lists) would surface additional eligible trials and let you screen full texts against your inclusion criteria systematically.",manual,Proposes Cochrane reference-list searching later.
CD007912,claude,researcher,4,reviews/CD007912/claude-researcher-4.md,older_or_unspecified_cochrane,used_study_identification,3,"A few notes on the search: the topic is dominated by systematic reviews and meta-analyses (e.g., the Cochrane review by Fransen/Hall, and Teirlinck's cumulative meta-analysis), which I excluded as instructed but used to help locate the underlying primary trials they synthesized. I've also flagged which papers are trial *protocols* (design published before results) versus completed trials with reported outcomes, since you may want to track down the completed results paper separately for the protocol-only entries.",manual,Says a Cochrane review helped locate underlying primary trials; edition unclear.
CD007912,gemini,clinician,1,reviews/CD007912/gemini-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,clinician,2,reviews/CD007912/gemini-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,clinician,3,reviews/CD007912/gemini-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,clinician,4,reviews/CD007912/gemini-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,patient,1,reviews/CD007912/gemini-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,patient,2,reviews/CD007912/gemini-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,patient,3,reviews/CD007912/gemini-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,patient,4,reviews/CD007912/gemini-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,researcher,1,reviews/CD007912/gemini-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,researcher,2,reviews/CD007912/gemini-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,researcher,3,reviews/CD007912/gemini-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gemini,researcher,4,reviews/CD007912/gemini-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,clinician,1,reviews/CD007912/gpt-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,clinician,2,reviews/CD007912/gpt-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,clinician,3,reviews/CD007912/gpt-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,clinician,4,reviews/CD007912/gpt-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,patient,1,reviews/CD007912/gpt-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,patient,2,reviews/CD007912/gpt-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,patient,3,reviews/CD007912/gpt-patient-3.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD007912,gpt,patient,4,reviews/CD007912/gpt-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,researcher,1,reviews/CD007912/gpt-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,researcher,2,reviews/CD007912/gpt-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,researcher,3,reviews/CD007912/gpt-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD007912,gpt,researcher,4,reviews/CD007912/gpt-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,claude,clinician,1,reviews/CD009532/claude-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,claude,clinician,2,reviews/CD009532/claude-clinician-2.md,older_or_unspecified_cochrane,review_mentioned,1,"Here are individual primary studies (RCTs and prospective cohort studies) on iron supplementation in blood donors, its effect on iron stores, and its effect on donation deferral. I've excluded systematic reviews, meta-analyses, narrative reviews, guidelines, and letters/comments (e.g., the 2014 Cochrane review and the FORTE-related ""congratulatory"" comment piece are omitted).",manual,Names the 2014 Cochrane review as excluded.
CD009532,claude,clinician,3,reviews/CD009532/claude-clinician-3.md,older_or_unspecified_cochrane,review_mentioned,31,"- I deliberately left out the Cochrane review (Smith et al., 2014) and several narrative reviews/guideline documents that surfaced repeatedly in citations, per your request.",manual,"Says the 2014 review surfaced in citations, not necessarily search results."
CD009532,claude,clinician,4,reviews/CD009532/claude-clinician-4.md,older_or_unspecified_cochrane,review_mentioned,44,"- I excluded the FIND'EM trial and Cochrane review since FIND'EM tests *ferritin-guided donation intervals* (not supplementation) and Cochrane is a meta-analysis — but I can pull FIND'EM's primary publication too if you want a comparator study on the ""extend intervals"" strategy instead.",manual,Names a Cochrane review as excluded without identifying edition.
CD009532,claude,patient,1,reviews/CD009532/claude-patient-1.md,older_or_unspecified_cochrane,review_mentioned,27,"These trials consistently show iron supplementation raises ferritin and hemoglobin and speeds recovery after donation, and some (e.g., #5, #9) show it can reduce hemoglobin-based deferral risk at a subsequent donation. However, effects on subjective symptoms (fatigue, well-being) have been inconsistent — several trials found lab improvement without matching symptom improvement. I excluded the Cochrane systematic review, the FIND'EM/INTERVAL trials (which test donation-interval policy rather than supplementation itself, though I included FIND'EM context only where cited by others), and the Lancet Haematology comment letter, per your criteria. Let me know if you'd like full abstracts, PDF links, or a similar search restricted to a specific supplement type (oral vs. IV) or population (e.g., first-time/anemic donors vs. regular repeat donors).",manual,Names the Cochrane review as excluded without identifying edition.
CD009532,claude,patient,2,reviews/CD009532/claude-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,claude,patient,3,reviews/CD009532/claude-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,claude,patient,4,reviews/CD009532/claude-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,claude,researcher,1,reviews/CD009532/claude-researcher-1.md,older_or_unspecified_cochrane,review_mentioned,28,"- I deliberately **excluded**: FIND'EM (ferritin-guided *donation interval*, not supplementation), INTERVAL trial (donation frequency, not supplementation), the 2014 Cochrane review, and all narrative reviews/AABB position papers that turned up in searches — these are reviews or address a different intervention (donation interval rather than iron supplementation).",manual,Says the 2014 Cochrane review turned up in searches.
CD009532,claude,researcher,2,reviews/CD009532/claude-researcher-2.md,older_or_unspecified_cochrane,review_mentioned,41,"A note on your exclusion criteria: I left out the Cochrane review (Smith GA et al., *Cochrane Database Syst Rev*. 2014;CD009532) and any correspondence/comment pieces (e.g., the Lancet Haematology letter on FORTE), consistent with your instructions, though they're useful as citation trails to find additional primary studies if you want more.",manual,Names 2014 CD009532 as excluded and a potential citation trail.
CD009532,claude,researcher,3,reviews/CD009532/claude-researcher-3.md,older_or_unspecified_cochrane,review_mentioned,28,"2. The **Cochrane review (Smith GA, Fisher SA, Doree C, et al., 2014, CD009532)** was the systematic review predating several of these trials (especially FORTE and the Spencer 2022 trial) — excluded per your request, but useful as a citation-tracing seed since newer trials cite it directly.",manual,Names 2014 CD009532 as a potential citation-tracing seed.
CD009532,claude,researcher,4,reviews/CD009532/claude-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,clinician,1,reviews/CD009532/gemini-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,clinician,2,reviews/CD009532/gemini-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,clinician,3,reviews/CD009532/gemini-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,clinician,4,reviews/CD009532/gemini-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,patient,1,reviews/CD009532/gemini-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,patient,2,reviews/CD009532/gemini-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,patient,3,reviews/CD009532/gemini-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,patient,4,reviews/CD009532/gemini-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,researcher,1,reviews/CD009532/gemini-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,researcher,2,reviews/CD009532/gemini-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,researcher,3,reviews/CD009532/gemini-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gemini,researcher,4,reviews/CD009532/gemini-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,clinician,1,reviews/CD009532/gpt-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,clinician,2,reviews/CD009532/gpt-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,clinician,3,reviews/CD009532/gpt-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,clinician,4,reviews/CD009532/gpt-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,patient,1,reviews/CD009532/gpt-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,patient,2,reviews/CD009532/gpt-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,patient,3,reviews/CD009532/gpt-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,patient,4,reviews/CD009532/gpt-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,researcher,1,reviews/CD009532/gpt-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,researcher,2,reviews/CD009532/gpt-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,researcher,3,reviews/CD009532/gpt-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009532,gpt,researcher,4,reviews/CD009532/gpt-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,claude,clinician,1,reviews/CD009958/claude-clinician-1.md,older_or_unspecified_cochrane,review_mentioned,37,"A Cochrane review pooling the two 30°-vs-90° tilt trials (252 participants) found the risk ratio for developing a pressure ulcer was very imprecise (pooled RR 0.62, 95% CI 0.10–3.97, P=0.62) and rated the evidence as very low quality, with all three included trials judged at high risk of bias. This isn't a recommendation from me — you asked to exclude reviews — but it's useful context: even taken together, these primary trials are small, mostly single-country, and heterogeneous in mattress type, risk level, and follow-up duration, so effect estimates for both frequency and positioning have wide confidence intervals.",manual,Reports pooled effect and assessment from a Cochrane review.
CD009958,claude,clinician,2,reviews/CD009958/claude-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,claude,clinician,3,reviews/CD009958/claude-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,claude,clinician,4,reviews/CD009958/claude-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,claude,patient,1,reviews/CD009958/claude-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,claude,patient,2,reviews/CD009958/claude-patient-2.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD009958,claude,patient,3,reviews/CD009958/claude-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,claude,patient,4,reviews/CD009958/claude-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,claude,researcher,1,reviews/CD009958/claude-researcher-1.md,older_or_unspecified_cochrane,used_study_identification,34,"- The Cochrane review (Gillespie 2020/2014) itself is excluded per your criteria, but its included-studies list is where several of these trials were identified — worth pulling its reference list directly for completeness.",manual,Says older Gillespie 2020/2014 review included-studies list identified trials.
CD009958,claude,researcher,2,reviews/CD009958/claude-researcher-2.md,older_or_unspecified_cochrane,review_mentioned,41,"- I excluded the Cochrane review, RNAO/NPIAP guidelines, and narrative/scoping reviews that surfaced in search, per your instructions — though they're useful as citation-trail sources if you want to hand-search their reference lists for additional primary studies I may have missed (e.g., older/non-English trials).",manual,Says Cochrane and other reviews surfaced in search.
CD009958,claude,researcher,3,reviews/CD009958/claude-researcher-3.md,older_or_unspecified_cochrane,review_mentioned,23,"- The Cochrane review ""Repositioning for pressure ulcer prevention in adults"" (Gillespie et al.) pooled the Young 2004 and Moore 2011 30°-vs-90° trials and flagged both as high risk of bias with an imprecise pooled effect — useful context if you want to sanity-check individual study quality, though it's a review itself so I haven't included it as a primary source.",manual,"Reports Cochrane pooled-trial summary, but not citation-list use."
CD009958,claude,researcher,4,reviews/CD009958/claude-researcher-4.md,older_or_unspecified_cochrane,used_study_identification,44,"The Cochrane systematic review by Gillespie et al. (2020, *Cochrane Database Syst Rev*) — which you asked me to exclude as a review — was useful as a map of the primary-study landscape: it identifies eight RCTs (Bergstrom 2013, Defloor 2005, Ghezeljeh 2017, Manzano 2014, Moore 2011, Pickham 2018, Young 2004, Zhou 2014) as the total body of RCT/cluster-RCT evidence on repositioning schedules and positions for pressure injury prevention in adults as of its last search (March 2019). The list above covers all eight, plus the newer TEAM-UP results paper (2022) and the Colombian ICU trial protocol, which postdate that review.",manual,Describes Gillespie 2020 review as a map of primary studies.
CD009958,gemini,clinician,1,reviews/CD009958/gemini-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,clinician,2,reviews/CD009958/gemini-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,clinician,3,reviews/CD009958/gemini-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,clinician,4,reviews/CD009958/gemini-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,patient,1,reviews/CD009958/gemini-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,patient,2,reviews/CD009958/gemini-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,patient,3,reviews/CD009958/gemini-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,patient,4,reviews/CD009958/gemini-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,researcher,1,reviews/CD009958/gemini-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,researcher,2,reviews/CD009958/gemini-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,researcher,3,reviews/CD009958/gemini-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gemini,researcher,4,reviews/CD009958/gemini-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,clinician,1,reviews/CD009958/gpt-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,clinician,2,reviews/CD009958/gpt-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,clinician,3,reviews/CD009958/gpt-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,clinician,4,reviews/CD009958/gpt-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,patient,1,reviews/CD009958/gpt-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,patient,2,reviews/CD009958/gpt-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,patient,3,reviews/CD009958/gpt-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,patient,4,reviews/CD009958/gpt-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,researcher,1,reviews/CD009958/gpt-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,researcher,2,reviews/CD009958/gpt-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,researcher,3,reviews/CD009958/gpt-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD009958,gpt,researcher,4,reviews/CD009958/gpt-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,claude,clinician,1,reviews/CD010051/claude-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,claude,clinician,2,reviews/CD010051/claude-clinician-2.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD010051,claude,clinician,3,reviews/CD010051/claude-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,claude,clinician,4,reviews/CD010051/claude-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,claude,patient,1,reviews/CD010051/claude-patient-1.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD010051,claude,patient,2,reviews/CD010051/claude-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,claude,patient,3,reviews/CD010051/claude-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,claude,patient,4,reviews/CD010051/claude-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,claude,researcher,1,reviews/CD010051/claude-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,claude,researcher,2,reviews/CD010051/claude-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,claude,researcher,3,reviews/CD010051/claude-researcher-3.md,older_or_unspecified_cochrane,used_study_identification,68,"- I excluded all systematic reviews, meta-analyses (e.g., Cochrane reviews by de Paiva 2019 and Liu 2022), narrative reviews, and guideline documents that surfaced in searches, per your instructions — I only used them here to identify additional primary trials via their reference lists, not as evidence sources themselves.",manual,Says 2019 and 2022 Cochrane reviews were used to identify trials.
CD010051,claude,researcher,4,reviews/CD010051/claude-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,clinician,1,reviews/CD010051/gemini-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,clinician,2,reviews/CD010051/gemini-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,clinician,3,reviews/CD010051/gemini-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,clinician,4,reviews/CD010051/gemini-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,patient,1,reviews/CD010051/gemini-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,patient,2,reviews/CD010051/gemini-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,patient,3,reviews/CD010051/gemini-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,patient,4,reviews/CD010051/gemini-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,researcher,1,reviews/CD010051/gemini-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,researcher,2,reviews/CD010051/gemini-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,researcher,3,reviews/CD010051/gemini-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gemini,researcher,4,reviews/CD010051/gemini-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,clinician,1,reviews/CD010051/gpt-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,clinician,2,reviews/CD010051/gpt-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,clinician,3,reviews/CD010051/gpt-clinician-3.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD010051,gpt,clinician,4,reviews/CD010051/gpt-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,patient,1,reviews/CD010051/gpt-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,patient,2,reviews/CD010051/gpt-patient-2.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD010051,gpt,patient,3,reviews/CD010051/gpt-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,patient,4,reviews/CD010051/gpt-patient-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,researcher,1,reviews/CD010051/gpt-researcher-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,researcher,2,reviews/CD010051/gpt-researcher-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,researcher,3,reviews/CD010051/gpt-researcher-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010051,gpt,researcher,4,reviews/CD010051/gpt-researcher-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,claude,clinician,1,reviews/CD010461/claude-clinician-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,claude,clinician,2,reviews/CD010461/claude-clinician-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,claude,clinician,3,reviews/CD010461/claude-clinician-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,claude,clinician,4,reviews/CD010461/claude-clinician-4.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,claude,patient,1,reviews/CD010461/claude-patient-1.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,claude,patient,2,reviews/CD010461/claude-patient-2.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,claude,patient,3,reviews/CD010461/claude-patient-3.md,not_applicable,no_detected,,,screen_default,No screening cue detected; this does not establish non-use.
CD010461,claude,patient,4,reviews/CD010461/claude-patient-4.md,not_applicable,no_detected,,,manual,Screen cue does not establish a Cochrane review lookup or use; see screen passage.
CD010461,claude,researcher,1,reviews/CD010461/claude-researcher-1.md,older_or_unspecified_cochrane,review_mentioned,44,"3. I did **not** include the Cochrane reviews, PLOS meta-analysis, or narrative reviews that surfaced — they're useful as citation-mining sources (many list their included primary RCTs) but I excluded them from the list itself per your criteria. If it would help, I can pull the full reference lists from the Cochrane IMSI review and the HABSelect Cochrane PICSI review to cross-check for any additional primary trials I haven't surfaced yet.",manual,Says Cochrane reviews surfaced; offers to pull full references later.
CD010461,claude,researcher,2,reviews/CD010461/claude-researcher-2.md,older_or_unspecified_cochrane,used_study_identification,47,"A few notes for your synthesis: the retracted IMSI RCT should be flagged/excluded or handled per your protocol for retracted studies; several MACS ""trials"" are prospective but small (n<100), so risk-of-bias assessment will matter; and the PICSI evidence base is dominated by one very large RCT (HABSelect) with smaller, sometimes conflicting studies around it. I did not include the Cochrane reviews or systematic reviews that surfaced in these searches, only the primary studies they cited or that appeared independently — let me know if you want me to run additional targeted searches (e.g., sperm birefringence/polarization microscopy, ROS-based selection, or non-Latin-script literature).",manual,Says listed primary studies were cited by Cochrane reviews that surfaced in search.
